ADD,1
SUB,2
MUL,3
DIV,4
GT,5
LT,6
SGT,7
SLT,8
EQ,9
AND,10
OR,11
NOT,12
XOR,13
ISZERO,14
POP,15
JUMP,16
JUMPI,17
SUBSCRIBE,18
UMSUBSCRIBE,19
FETCHDATA,20
ALLOCATE,21
PUSH1,31
PUSH2,32
PUSH3,33
PUSH4,34
PUSH5,35
PUSH6,36
PUSH7,37
PUSH8,38
PUSH9,39
PUSH10,40
PUSH11,41
PUSH12,42
PUSH13,43
PUSH14,44
PUSH15,45
PUSH16,46
PUSH17,47
PUSH18,48
PUSH19,49
PUSH20,50
PUSH21,51
PUSH22,52
PUSH23,53
PUSH24,54
PUSH25,55
PUSH26,56
PUSH27,57
PUSH28,58
PUSH29,59
PUSH30,60
PUSH31,61
PUSH32,62
